"","Log","Cluster"
"1233","“@ESPNDallas: Redemption is just a week away for #Cowboys. Will they make the playoffs? http://t.co/QYRIIWjf”",3
"1234","@espn_nfceast Why would the Cowboys win the division whit a win..when The Redskins have a better conf record and the exact division record",7
"1235","Redskins’ Update: Cousins to Start Sunday... http://t.co/5eB4p9fa",7
"1236","- Happy Holidays - Santa Tracker - NFL playoff picture - Dallas Cowboys - Russell Wilson - Sound of Music - Bruno…",8
"1237","Dallas Cowboys Fleece Tie Blanket  http://t.co/Ge4LRQYz  #dallascowboys #tonyromo #cowboysbaby #nfl #football #birthdaygiftidea #crafts",7
"1238","Lmao RT @BraggHill_Crazy: Merry Christmas from the Washington Redskins III #pancakesbitches",7
"1239","@ESPN_FirstTake I believe RG3 will lead the Redskins to victory next week against Cowboys and taking NFC east. He's special!",6
"1240","RT @nfl League flexes Dallas Cowboys-Washington Redskins game for Sunday night. http://t.co/zMN8ITXJ #DALvsWAS #SNF",5
"1241","Washington Redskins: How to Beat the Philadelphia Eagles http://t.co/GpnvaRLD #NFL",7
"1242","RT @Nico50Goffredo: Cowboys vs. Redskins For the Division Title moved to Primetime! #CANTWAIT #CowboysNation",7
"1243","They are locked out RT @ImThatRealMF: no caps RT @Lizzs_Lockeroom: #Knicks #Hoyas #Wolverines #Redskins",7
"1244","2012 #AFC Playoff Field is SET: #Texans, #Broncos, #Patriots, #Ravens, #Colts, & #Bengals. #NFL #HTTR #SKINS #REDSKINS #WashDC #DC #DMV",7
"1245","@niecebby__ so how bout them redskins!!!!👍👌😁😁",7
"1246","@G_MUCKA if we beat the redskins were in",3
"1247","RT @CashJunkieTae: @niecebby__ so how bout them redskins!!!!👍👌😁😁",7
"1248","@TheHerd why aren't the Redskins automatically in with Gmen and Cowboys losses yesterday?",7
"1249","RT @TheWaiverHounds: “With his 17th, Redskins' K Kai #Forbath set a new mark for consecutive field goals made to start a career: http:// ...",7
"1250","RT @john_keim: Man, Santana Moss got a clean bounce on that backwards pass. If not clean, 4-6 Eagles in good position scoop/score. #redskins",7
"1251","“@dallascowboys “@ESPNNFL BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC - 820pm ET””",5
"1252","#Cowboys' Jason Witten has new title: Mr. NFL single-season TE reception record-holder: http://t.co/SrzLhzjL",7
"1253","RT @csnwashington: PHOTO: Harper rocks #RG3 socks in church http://t.co/FSKXx8TB #Nats #Redskins #NFL #RedskinsTalk",7
"1254","I'm rooting for a Ravens/Redskins Super Bowl. NY shouldn't be the only place talking about ""Subway Series"".",7
"1255","#oan this game next Sunday... #cowboys & redskins, win & ya in...playoffs that is!!!",3
"1256","Cowboys will play Redskins in winner-take-all http://t.co/pi0IiiD2",7
"1257","@joemihevc56 @vmarchese21 @nlacourse56 also Redskins have such a better defense! Luck has an older team who won 2 games last year. 10-5 now",7
"1258","RT @1traeRunz: I'm rooting for a Ravens/Redskins Super Bowl. NY shouldn't be the only place talking about ""Subway Series"".",7
"1259","*Report as spam* RT @Dpat_Animal: Patriots RT @TheJadax: I want my TL 99% redskins tweets....rest of y'all fucks gotta go",7
"1260","Redskins Have Broken NFL Records In 13 Of 15 Games",7
"1261","YAAAAAY MY REDSKINS VS COWBOYS TICKETS CAME IN TODAY :)",7
"1262","Cowboys-Redskins clash moved to prime time: The Cowboys-Redskins game that will decide the ... http://t.co/6KIWUERx http://t.co/9oGL8WWG",5
"1263","Man I heard the Redskins won 6 straight and are 4-0 in their last 4 division games.",7
"1264","Represtin the skins today #redskins #RGIII  #1stplace http://t.co/X0EIyrwS",7
"1265","What better way for a rivalry to come down to than the last game? Winner gets in playoffs. Redskins-cow hoes LETS GO SKINS!",7
"1266","@Redskins @InsideNFLMedia . . .  YES SIR!!!. Shanahans running game has always been great !!!!!",7
"1267","#redskins bottle opener my mom knows me too well #HTTR http://t.co/iK5Z3oup",7
"1268","How bout the REDSKINS tho!! #HTTR #playoffs Let's Get It!!!!",10
"1269","@RealSkipBayless shut it skippy
U better b on the Redskins bandwagon!!!!",7
"1270","@johnston_kelly Will be in DC 2 enjoy w/ friends. Gosh...it seems like decades sine #Redskins were operating on all cylinders.  :-).",7
"1271","NFL Rookie of the Year: Luck, RGIII or Russell Wilson?",7
"1272","RT @mortreportEA From bad to worse: LG T.J. Lang been placed on IR by the #Redskins. #CCM",7
"1273","RT @TheOnlyDamienB: My #Redskins are 9-6 <3",7
"1274","RT @TheOnlyDamienB: #Hail to the Redskins #HTTR",7
"1275","The #Cowboys lost, but their playoff hopes are still alive in a crazy NFL world; Randy Galloway: http://t.co/3lJxlRet",7
"1276","RT @newyscruggs: Sunday Night Football next week will be #Cowboys at #Redskins per sources from @AdamSchefter #NFL",5
"1277","Update: 3)Nfl Playoff Picture, 4)Dallas Cowboys, 5)Russell Wilson.",8
"1278","Darrell Green Washington Redskins Red NFL Premier Throwback Jersey - 3XL: He's your favorite old school player a... http://t.co/r7vcwXOx",7
"1279","@DivaDrevia What about tho Redskins!",10
"1280","I feel like @morgantownmikey would appreciate this. #redskins #capitals #nationals #wizards #allthingsDC http://t.co/SVk7dlaX",7
"1281","But on a Happier note, my @Redskins won. #HTTR",7
"1282","Dion high as shyt RT @juscallmeace: RT @InsideNFLMedia ""The Washington Redskins have best (cont) http://t.co/Gh60sDfm",7
"1283","#redskins win and they're in!!!! is it Sunday yet!?!!? @washingtonpost #wewantDallas #cowboys #HTTR #redskin http://t.co/qhrOXtZA",7
"1284","As I predicted las week, the #Redskins Cowboys game has been moved to National TV (8:20PM) Skins will win Division title on big stage #HTTR",7
"1285","@believernangels so so true. #Philadelphia is especially #UGLY when it comes to #Redskins #Eagles. It is not the city of brotherly love.",7
"1286","Ohhh well you already know Redskins are gonna win 👍",7
"1287","@Redskins @extremeskins 10 second runoff!",7
"1288","Ok @Lizzs_Lockeroom now I’m sold, RGIII as ROY in the NFL! His stats are stupid! #iseeyouson #hailtotheredskins http://t.co/PPKWlvGM",7
"1289","Somebody say #Redskins and #Playoffs in the same sentence...glad those Mayans were idiots... #HTTR",7
"1290","#SuryaRay #Surya Five observations from the Redskins' win over the Eagles http://t.co/83yAvKEn @suryaray @suryaray3",7
"1291","You're 50% alright with me! RT @Lizzs_Lockeroom: #Knicks #Hoyas #Wolverines #Redskins",7
"1292","RT @MBC_DREAMCHASER: @DivaDrevia What about tho Redskins!",10
"1293","The Washington Redskins",7
"1294","Omg I just ticket prices fkr the cowboys redskins game !! Fuck thats an arm n a leg right there :/",7
"1295","@AlGaldi @redskins we sucked",7
"1296","Redskins, Cowboys, Vikings are win and in. All playoff scenarios: http://t.co/CSoTG3Gd",7
"1297","@THEREAL_NR lls. Cowboys and Redskins party at the crib! How you goin' act?",7
"1298","1. Happy Holidays 2. Santa Tracker (★New) 3. NFL playoff picture (↓) 4. Dallas Cowboys (↓) 5. Russell Wilson (↓)  #Trend",8
"1299","#15thingsilove the braves redskins and heat",7
"1300","5 teams play for 2 spots in the playoffs next week. Exciting finish. Go Redskins! Go Vikings! #NFL #denveralltheway",3
"1301","Im glad redskins finally makin moves they fans been waitin too damn long",7
"1302","RT @ravensbuzztap: Baltimore Sun >> Cowboys-Redskins game flexed to Sunday night http://t.co/C5KW6YtW",5
"1303","#Witten Sets Single #Season #Record For Catches By Tight End http://t.co/K1SCgq6A via @Cowboys",7
"1304","Redskins bring back... http://t.co/zAW8Q7yB #ChrisCooley #WashingtonRedskins",7
"1305","RT @fishsports: Freshly-baked, straight from NFL: NFC Playoff Scenarios, starring your #Cowboys ! http://t.co/NoLlAXQY",7
"1306","#HTTR  RT @_PurpKobain: Redskins Have Broken NFL Records In 13 Of 15 Games",7
"1307","Redskins best be winning next week ya hear",3
"1308","@ThePCreamer Hail to the Redskins!",7
"1309","After the redskins beat them cowboys will @Wale be on @ESPN_FirstTake?",6
"1310","wit a this redskins hype i almost forgot my #notredamefightingirish are less than 2 weeks away from a #BCS national ship....!!!",7
"1311","The Redskins got moved up to prime time! I get to watch on Sunday night now, YES.",5
"1312","Now, lets just talk about those Redskins. #DeservedAWin @TruckNeild <3",7
"1313","Redskins beat Dallas next week and we are in the playoffs! #NFCEast #HTTR",3
"1314","@Redskins @rak98 @AdamCarriker94 @RGIII @lindsers87 all I want for Christmas is to #BeatThoseCowgirls #HTTR",7
"1315","Redskins will win the devision",7
"1316","Hope Cowboys beat the Redskins next week",3
"1317","The @Redskins are relevant in December #HTTR",7
"1318","Dragons breath. #dope #photography #dragonsden #ricardomarcusk #rmkstudios #smoke #redskins http://t.co/jn4jCeVc",7
"1319","@Cowboys107Boys @d_harris17 @dallascowboys let's get that title. #CowboysNation",7
"1320","Cowboys will face Redskins in NFC East title game void of momentum after loss to Saints in OT ... http://t.co/ZRXe19kA",6
"1321","RT @Noseaa: Im glad redskins finally makin moves they fans been waitin too damn long",7
"1322","Jason Witten sets TE record in Cowboys loss #NFL #FantasyFootball http://t.co/mONUM9pX",7
"1323","Aside from my packers I would actually love to see the Redskins go far.",7
"1324","Tony Romo, Dallas Cowboys ... http://t.co/t0oluEQ2 #DallasCowboys",7
"1325","@kevinwyne #primetime. #CowboysNation #redskins #youready??  #gameon",7
"1326","@TheSandiestMan cowboys beat redskins win division. Skins still make playoffs with bears and viking loss",3
"1327","DALLAS COWBOYS washington REDSKINS FOR NFC EAST TITLE HAS BEEN MOVED TO SUNDAY NIGHT 715 PRIMETIME #COWBOY http://t.co/GkyN3a9y",5
"1328","Xmas Eve Rewind: http://t.co/xqKY87I7 Takes on #49ers, #Saints, #Packers, #Texans, #Redskins, #Steelers, #Giants, #Chiefs, #Rams & more",7
"1329","Redskins & Broncos classic superbowl",7
"1330","Best thing about flexing #Redskins - #Cowboys is NO TROY ACHEMAN AMIRITE?? Oh yes, I'm rite!!!!",7
"1331","REDSKINS VS COWBOYS 720 PM December 30th @ Washington #RG3",7
"1332","@ESPN_FirstTake @dallascowboys @RealSkipBayless Stephen A.The Cowboys have been playing without 5 starters for about 6 games.  Come on man.",6
"1333","U not following bak “@TheJadax: #REDSKINS fans let me know if I'm not following back”",7
"1334","@nfl packers vs vikings & redskins vs cowboys, you can miss a lunch with jesus but not those 2games..",7
"1335","So, I think I found my future wife.  @RG3Woman I now know what the perfect woman looks like, She's a Redskins fan. #httr",7
"1336","RT @TheJadax: I want my TL 99% redskins tweets....rest of y'all fucks gotta go",7
"1337","#Hoyas #Hokies #Wizards #Redskins RT @Lizzs_Lockeroom: #Knicks #Hoyas #Wolverines #Redskins",7
"1338","Even tho the Cowboys lost yesterday they still have a chance with beating the Redskins next week so they still got this!! #CowboysNation",10
"1339","@Mauer83 #Colts won 2 games in 2011 now have 10 this season. #Redskins won 5 in 2011 have 9 in 2012. #Seahawks won 7 in 2011 & 10 in 12",7
"1340","@bkepps1 @bigdogbowden another reason not to be a redskins fan. Collin likes them right @big_mike35",7
"1341","@ESPN_FirstTake The Washington Redskins,and Ill tell you why RG3!",6
"1342","RT @LILCOREY_TRILL: Redskins will win the devision",7
"1343","Cowboys vs. Redskins next week NFC East championship on the line",3
"1344","“@LifeAsBros: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @Robert_Fontana",7
"1345","#Fox, #NBC vie for piece of Cowboys-Redskins showdown - http://t.co/WHAhTziz http://t.co/Gthtwep7 #NFL @Cowboys <--- #NBC won this battle!",7
"1346","@ESPN_FirstTake @dallascowboys @RealSkipBayless  Once again the Cowboys play with their fans emotions!",6
"1347","Redskins vs Dallas, Sunday Night Football, in week 17, for the NFC East Championship?! Talk about perfect!",5
"1348","Cowboys at Redskins this Sunday for the NFC East title. #Skins win 31-21",6
"1349","GOOD NEWS- Cowboy V Redskins Dec 30th. Winner takes all! (plus Cowboys cheerleader gallery here!) http://t.co/y5Ym2ZkW …",7
"1350","#sports #news Redskins beat Eagles as RGIII shines and fans hold their breath - Washington Post (blog)",7
"1351","@Redskins Alfred Morris is a beast!",7
"1352","Winner takes all next week. #cowboysvs.redskins #COWBOYNATION",3
"1353","Sunday Night Football Dallas Cowboys Vs Washington Redskins",5
"1354","Kinda looking forward to that Cowboys Redskins game next Sunday lol",3
"1355","RT @raysivley: Ok @Lizzs_Lockeroom now I’m sold, RGIII as ROY in the NFL! His stats are stupid! #iseeyouson #hailtotheredskins http://t. ...",7
"1356","Oh #eagles fans y'all thought I 4got!!! #HTTR #redskins #rg3 #nfceast  😂😂😂😂 http://t.co/Ga5V2ykm",7
"1357","@gojanigeorge hell yeah I fuckin love the redskins",7
"1358","RT @HogsHaven: For those that missed it, #Redskins Cowboys got flexed to Sunday Night Football.",5
"1359","Lol even people on ESPN say redskins get lucky",7
"1360","RT @TheHogsdotNet: I could go on & on this week about how much I love my #Redskins & how much I hate the Cowboys... so I will. C ...",7
"1361","@Jaimee_Marshall Giants have to beat the Eagles. Cowboys have to lose to the Redskins. And the Vikings have to lose to the Packers...",3
"1362","Woke up, pinched myself went to http://t.co/vDfhyO55, pinched myself again. Skins are really 9-6. Means nothing without a win this week tho",7
"1363","HAHA this guy on sport-center is redic 
Saying Washington is gonna kill Dallas to get into playoffs.... Redskins got lucky to beat Philly..",7
"1364","@xPeyNiss_  What I Tell You, The Redskins Was Gonna Win,,,, #HTTR",7
"1365","Seahawks was happy as shit they beat the redskins",3
"1366","The giants need the bears cowboys and Vikings to lose to make it in
Bears vs lions
Vikings vs packers
Cowboys vs redskins 
Never know 😉😏🙏",3
"1367","Was at the game for a great victory @Redskins one more baby #HTTR",7
"1368","@ESPN_FirstTake @dallascowboys @realskipbayless Dallas who?",6
"1369","Cowboys vs Redskins now on Sunday Night Football on NBC! http://t.co/IDfAVqzo",5
"1370","HAIL #Redskins http://t.co/xqPWovYj",7
"1371","Cowboys-Redskins off to prime time - ESPN: Bleacher ReportCowboys-Redskins off to prime timeESPN..... http://t.co/7iCoNznA #cowboys #nfl",5
"1372","Redskins play the Cowboys Sunday night football http://t.co/fgo91ELY",5
"1373","@nfl lets go redskins!! They are going to win the Super Bowl this year!!!!",7
"1374","""The Redskins been flat out balling"" Stephen A Smith is hip !!!",7
"1375","Redskins going to win tho too much running game",10
"1376","@SportsCenter @dallascowboys @Redskins And with this type of analysis, we can see why Jaws is relegated to doing crap interviews on Mondays",7
"1377","Secuelas de la Fecha 16 en la #NFL: En apenas 15 juegos Jason Witten de #Cowboys impone nueva marca de recepciones (103) para alas cerradas.",7
"1378","Redskins will lose on sunday with RG3 being a pocket passer",7
"1379","@CMyllz_xox here's to hoping that the Redskins make a repeat performance.",7
"1380","Just came up on some Redskins/Cowboys tickets for next week...#Win",3
"1381","I want a ticket to the Redskins vs Cowboys game.. I'm finna treat myself..",7
"1382","I love how EVERYONE is back on the #Cowboys wagon after they were declaring them ""dead""... #NFL",7
"1383","@DezBryant Merry Christmas, Dez! You carried that game yesterday. Now, let's get those Redskins! Hugs!",7
